product_id,product_name,category,sub_category,profit,product_rank,total_profitable_products,cumulative_profit,cumulative_profit_share,product_share
OFF-EN-10003381,"Cameo Manila Envelope, Security-Tint",Office Supplies,Envelopes,518.4,1028,7691,1283229.41,0.6333,0.1337
TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,Technology,Phones,518.34,1029,7691,1283747.75,0.6336,0.1338
FUR-CH-10004491,"SAFCO Swivel Stool, Adjustable",Furniture,Chairs,518.05,1030,7691,1284265.8,0.6338,0.1339
FUR-TA-10002341,"Barricks Computer Table, Fully Assembled",Furniture,Tables,517.56,1031,7691,1284783.36,0.6341,0.1341
FUR-BO-10003878,"Safco Corner Shelving, Mobile",Furniture,Bookcases,516.72,1032,7691,1285300.08,0.6343,0.1342
TEC-CO-10004589,"Canon Wireless Fax, High-Speed",Technology,Copiers,516.37,1033,7691,1285816.44,0.6346,0.1343
TEC-PH-10001614,"Motorola Audio Dock, VoIP",Technology,Phones,516.36,1034,7691,1286332.81,0.6348,0.1344
TEC-PH-10004057,"Motorola Smart Phone, with Caller ID",Technology,Phones,516.36,1035,7691,1286849.17,0.6351,0.1346
FUR-CH-10004047,"SAFCO Rocking Chair, Adjustable",Furniture,Chairs,516.24,1036,7691,1287365.41,0.6354,0.1347
TEC-AC-10003610,Logitech Illuminated - Keyboard,Technology,Accessories,515.91,1037,7691,1287881.32,0.6356,0.1348
TEC-PH-10004631,"Cisco Audio Dock, with Caller ID",Technology,Phones,515.74,1038,7691,1288397.06,0.6359,0.135
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,515.52,1039,7691,1288912.58,0.6361,0.1351
TEC-PH-10003416,"Samsung Office Telephone, with Caller ID",Technology,Phones,515.38,1040,7691,1289427.96,0.6364,0.1352
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,515.14,1041,7691,1289943.09,0.6366,0.1354
OFF-SAN-10004420,"Sanford Sketch Pad, Water Color",Office Supplies,Art,515.03,1042,7691,1290458.13,0.6369,0.1355
TEC-EPS-10004328,"Epson Printer, Durable",Technology,Machines,514.96,1043,7691,1290973.09,0.6371,0.1356
TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,514.9,1044,7691,1291487.99,0.6374,0.1357
OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,514.49,1045,7691,1292002.48,0.6376,0.1359
FUR-CH-10000825,"SAFCO Chairmat, Red",Furniture,Chairs,514.44,1046,7691,1292516.91,0.6379,0.136
FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs,514.37,1047,7691,1293031.28,0.6382,0.1361
FUR-BO-10001372,"Safco Classic Bookcase, Pine",Furniture,Bookcases,513.9,1048,7691,1293545.18,0.6384,0.1363
OFF-AR-10000715,"Boston Markers, Blue",Office Supplies,Art,513.77,1049,7691,1294058.95,0.6387,0.1364
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,512.99,1050,7691,1294571.94,0.6389,0.1365
TEC-HEW-10003460,"Hewlett Fax and Copier, Color",Technology,Copiers,512.64,1051,7691,1295084.58,0.6392,0.1367
FUR-FU-10000972,"Rubbermaid Clock, Erganomic",Furniture,Furnishings,512.19,1052,7691,1295596.77,0.6394,0.1368
FUR-BO-10000746,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,511.2,1053,7691,1296107.96,0.6397,0.1369
FUR-SAU-10000637,"Sauder Library with Doors, Metal",Furniture,Bookcases,510.84,1054,7691,1296618.8,0.6399,0.137
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage,509.97,1055,7691,1297128.77,0.6402,0.1372
FUR-BO-10000155,"Dania Corner Shelving, Metal",Furniture,Bookcases,509.84,1056,7691,1297638.62,0.6404,0.1373
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,509.71,1057,7691,1298148.33,0.6407,0.1374
TEC-BRO-10000917,"Brother Fax Machine, Digital",Technology,Copiers,508.95,1058,7691,1298657.28,0.6409,0.1376
TEC-MA-10002389,"StarTech Receipt Printer, White",Technology,Machines,508.81,1059,7691,1299166.09,0.6412,0.1377
FUR-FU-10000496,"Eldon Clock, Duo Pack",Furniture,Furnishings,507.76,1060,7691,1299673.85,0.6414,0.1378
FUR-BO-10001874,"Sauder Corner Shelving, Pine",Furniture,Bookcases,507.6,1061,7691,1300181.45,0.6417,0.138
FUR-HON-10001851,"Hon Executive Leather Armchair, Black",Furniture,Chairs,507.42,1062,7691,1300688.87,0.6419,0.1381
TEC-PH-10001640,"Motorola Office Telephone, Full Size",Technology,Phones,506.77,1063,7691,1301195.64,0.6422,0.1382
TEC-MA-10004533,"Konica Receipt Printer, Durable",Technology,Machines,506.27,1064,7691,1301701.91,0.6424,0.1383
OFF-HOO-10001105,"Hoover Refrigerator, Silver",Office Supplies,Appliances,505.89,1065,7691,1302207.8,0.6427,0.1385
OFF-EN-10002855,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,505.78,1066,7691,1302713.58,0.6429,0.1386
TEC-CO-10000222,"Sharp Fax and Copier, Color",Technology,Copiers,505.66,1067,7691,1303219.24,0.6432,0.1387
TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones,505.65,1068,7691,1303724.89,0.6434,0.1389
OFF-AP-10001322,"Hamilton Beach Stove, Silver",Office Supplies,Appliances,504.75,1069,7691,1304229.64,0.6437,0.139
FUR-BO-10004773,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,504.56,1070,7691,1304734.19,0.6439,0.1391
OFF-ST-10003206,"Eldon Shelving, Blue",Office Supplies,Storage,504.55,1071,7691,1305238.75,0.6442,0.1393
FUR-FU-10001674,"Deflect-O Clock, Duo Pack",Furniture,Furnishings,504.2,1072,7691,1305742.94,0.6444,0.1394
OFF-AP-10000119,"Breville Microwave, White",Office Supplies,Appliances,503.64,1073,7691,1306246.58,0.6447,0.1395
TEC-CO-10001795,"Sharp Personal Copier, High-Speed",Technology,Copiers,501.0,1074,7691,1306747.58,0.6449,0.1396
FUR-BO-10001831,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,500.51,1075,7691,1307248.09,0.6452,0.1398
TEC-MOT-10000851,"Motorola Headset, with Caller ID",Technology,Phones,499.89,1076,7691,1307747.98,0.6454,0.1399
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,499.85,1077,7691,1308247.83,0.6457,0.14
TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,499.8,1078,7691,1308747.63,0.6459,0.1402
FUR-CH-10002084,Hon Mobius Operator's Chair,Furniture,Chairs,499.34,1079,7691,1309246.97,0.6462,0.1403
TEC-PH-10000730,"Samsung Office Telephone, VoIP",Technology,Phones,499.29,1080,7691,1309746.26,0.6464,0.1404
FUR-TA-10001276,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,498.96,1081,7691,1310245.22,0.6466,0.1406
FUR-IKE-10004160,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,498.63,1082,7691,1310743.85,0.6469,0.1407
FUR-BO-10001010,"Dania Corner Shelving, Mobile",Furniture,Bookcases,498.14,1083,7691,1311241.99,0.6471,0.1408
TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,497.95,1084,7691,1311739.94,0.6474,0.1409
OFF-PA-10003302,Xerox 1906,Office Supplies,Paper,497.58,1085,7691,1312237.52,0.6476,0.1411
OFF-BI-10000734,"Avery Binding Machine, Recycled",Office Supplies,Binders,497.25,1086,7691,1312734.77,0.6479,0.1412
TEC-PH-10003522,"Apple Headset, Full Size",Technology,Phones,496.88,1087,7691,1313231.65,0.6481,0.1413
TEC-CO-10004831,"Brother Copy Machine, High-Speed",Technology,Copiers,496.5,1088,7691,1313728.15,0.6484,0.1415
TEC-MA-10001934,"StarTech Printer, Red",Technology,Machines,496.31,1089,7691,1314224.46,0.6486,0.1416
FUR-CH-10003107,"Office Star Swivel Stool, Red",Furniture,Chairs,496.04,1090,7691,1314720.5,0.6489,0.1417
TEC-BRO-10004328,"Brother Fax Machine, Color",Technology,Copiers,495.86,1091,7691,1315216.36,0.6491,0.1419
TEC-MA-10003801,"StarTech Card Printer, Red",Technology,Machines,494.67,1092,7691,1315711.03,0.6493,0.142
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,494.42,1093,7691,1316205.45,0.6496,0.1421
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,493.7,1094,7691,1316699.16,0.6498,0.1422
OFF-HOO-10001783,"Hoover Microwave, Red",Office Supplies,Appliances,493.68,1095,7691,1317192.84,0.6501,0.1424
OFF-AP-10002361,"Hoover Microwave, Red",Office Supplies,Appliances,493.54,1096,7691,1317686.37,0.6503,0.1425
FUR-CH-10004826,"Hon Steel Folding Chair, Set of Two",Furniture,Chairs,493.42,1097,7691,1318179.79,0.6506,0.1426
FUR-FU-10001770,"Deflect-O Clock, Erganomic",Furniture,Furnishings,493.27,1098,7691,1318673.06,0.6508,0.1428
FUR-BO-10000636,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,492.9,1099,7691,1319165.96,0.651,0.1429
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,492.66,1100,7691,1319658.62,0.6513,0.143
OFF-AR-10001228,"Stanley Markers, Water Color",Office Supplies,Art,491.94,1101,7691,1320150.56,0.6515,0.1432
FUR-BO-10003828,"Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases,491.0,1102,7691,1320641.56,0.6518,0.1433
FUR-BO-10001739,"Dania Classic Bookcase, Mobile",Furniture,Bookcases,490.14,1103,7691,1321131.7,0.652,0.1434
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,489.64,1104,7691,1321621.34,0.6523,0.1435
TEC-CO-10002055,"Hewlett Ink, Digital",Technology,Copiers,489.24,1105,7691,1322110.58,0.6525,0.1437
OFF-HOO-10000445,"Hoover Refrigerator, Black",Office Supplies,Appliances,488.88,1106,7691,1322599.46,0.6527,0.1438
FUR-TA-10001664,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables,488.64,1107,7691,1323088.1,0.653,0.1439
OFF-AP-10003240,"Breville Stove, Black",Office Supplies,Appliances,487.98,1108,7691,1323576.08,0.6532,0.1441
TEC-PH-10003620,"Apple Signal Booster, Cordless",Technology,Phones,487.71,1109,7691,1324063.79,0.6535,0.1442
FUR-FU-10001477,"Deflect-O Frame, Erganomic",Furniture,Furnishings,487.06,1110,7691,1324550.86,0.6537,0.1443
OFF-ST-10004367,"Rogers Trays, Blue",Office Supplies,Storage,486.31,1111,7691,1325037.17,0.6539,0.1445
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,486.16,1112,7691,1325523.32,0.6542,0.1446
TEC-CO-10004234,"Canon Fax Machine, Laser",Technology,Copiers,485.49,1113,7691,1326008.81,0.6544,0.1447
OFF-ST-10001631,"Tenex Trays, Blue",Office Supplies,Storage,485.11,1114,7691,1326493.93,0.6547,0.1448
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,485.0,1115,7691,1326978.93,0.6549,0.145
FUR-TA-10000478,"Bevis Round Table, Fully Assembled",Furniture,Tables,484.92,1116,7691,1327463.85,0.6551,0.1451
OFF-AP-10003618,"Hoover Refrigerator, Silver",Office Supplies,Appliances,484.77,1117,7691,1327948.62,0.6554,0.1452
FUR-TA-10000486,"Barricks Wood Table, Adjustable Height",Furniture,Tables,484.24,1118,7691,1328432.86,0.6556,0.1454
TEC-PH-10004614,"Cisco Headset, Full Size",Technology,Phones,483.05,1119,7691,1328915.91,0.6559,0.1455
OFF-TEN-10001480,"Tenex Trays, Single Width",Office Supplies,Storage,482.71,1120,7691,1329398.62,0.6561,0.1456
TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Technology,Phones,482.59,1121,7691,1329881.2,0.6563,0.1458
OFF-SU-10000556,"Kleencut Shears, Steel",Office Supplies,Supplies,482.51,1122,7691,1330363.71,0.6566,0.1459
OFF-HOO-10000335,"Hoover Microwave, White",Office Supplies,Appliances,481.64,1123,7691,1330845.35,0.6568,0.146
TEC-CO-10002063,"Sharp Fax Machine, Color",Technology,Copiers,481.53,1124,7691,1331326.89,0.6571,0.1461
TEC-CO-10002981,"HP Wireless Fax, High-Speed",Technology,Copiers,480.14,1125,7691,1331807.02,0.6573,0.1463
FUR-CH-10003760,"Office Star Bag Chairs, Set of Two",Furniture,Chairs,480.09,1126,7691,1332287.11,0.6575,0.1464
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,479.94,1127,7691,1332767.05,0.6578,0.1465
TEC-SAM-10000765,"Samsung Signal Booster, Full Size",Technology,Phones,479.78,1128,7691,1333246.83,0.658,0.1467
TEC-PH-10000441,VTech DS6151,Technology,Phones,478.76,1129,7691,1333725.59,0.6582,0.1468
TEC-CO-10003298,"Hewlett Wireless Fax, Digital",Technology,Copiers,478.46,1130,7691,1334204.06,0.6585,0.1469
TEC-AC-10001410,"Memorex Memory Card, Bluetooth",Technology,Accessories,478.4,1131,7691,1334682.46,0.6587,0.1471
TEC-MA-10003198,"Konica Phone, White",Technology,Machines,477.99,1132,7691,1335160.45,0.6589,0.1472
OFF-AP-10002794,"KitchenAid Microwave, Black",Office Supplies,Appliances,476.98,1133,7691,1335637.43,0.6592,0.1473
OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,476.63,1134,7691,1336114.05,0.6594,0.1474
TEC-PH-10001382,"Apple Office Telephone, Cordless",Technology,Phones,476.49,1135,7691,1336590.54,0.6596,0.1476
OFF-AR-10000727,"Stanley Canvas, Easy-Erase",Office Supplies,Art,476.4,1136,7691,1337066.94,0.6599,0.1477
FUR-SAU-10004137,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,474.48,1137,7691,1337541.42,0.6601,0.1478
TEC-CO-10000129,"Brother Fax and Copier, Color",Technology,Copiers,474.24,1138,7691,1338015.66,0.6604,0.148
TEC-CO-10002465,"HP Copy Machine, Color",Technology,Copiers,474.0,1139,7691,1338489.66,0.6606,0.1481
FUR-CH-10003948,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,473.9,1140,7691,1338963.56,0.6608,0.1482
OFF-SAN-10002839,"Sanford Canvas, Fluorescent",Office Supplies,Art,473.78,1141,7691,1339437.35,0.6611,0.1484
TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Technology,Phones,473.78,1142,7691,1339911.12,0.6613,0.1485
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,473.34,1143,7691,1340384.47,0.6615,0.1486
OFF-ST-10002271,"Rogers Shelving, Wire Frame",Office Supplies,Storage,472.92,1144,7691,1340857.39,0.6618,0.1487
OFF-AP-10004168,"Cuisinart Stove, White",Office Supplies,Appliances,472.03,1145,7691,1341329.41,0.662,0.1489
OFF-TEN-10003089,"Tenex File Cart, Blue",Office Supplies,Storage,471.39,1146,7691,1341800.8,0.6622,0.149
OFF-EN-10003498,"Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes,471.37,1147,7691,1342272.17,0.6625,0.1491
OFF-AR-10001672,"Boston Sketch Pad, Easy-Erase",Office Supplies,Art,470.92,1148,7691,1342743.09,0.6627,0.1493
OFF-AP-10003866,"Breville Microwave, Red",Office Supplies,Appliances,470.45,1149,7691,1343213.54,0.6629,0.1494
TEC-APP-10001965,"Apple Office Telephone, Full Size",Technology,Phones,469.78,1150,7691,1343683.32,0.6631,0.1495
TEC-PH-10001708,"Cisco Audio Dock, with Caller ID",Technology,Phones,469.64,1151,7691,1344152.96,0.6634,0.1497
TEC-PH-10004094,Motorola L703CM,Technology,Phones,467.97,1152,7691,1344620.93,0.6636,0.1498
OFF-PA-10004027,"Xerox Cards & Envelopes, Recycled",Office Supplies,Paper,467.84,1153,7691,1345088.77,0.6638,0.1499
FUR-BO-10002510,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,467.47,1154,7691,1345556.23,0.6641,0.15
OFF-PA-10000474,Staples,Office Supplies,Paper,467.1,1155,7691,1346023.33,0.6643,0.1502
OFF-SU-10004662,"Fiskars Trimmer, Easy Grip",Office Supplies,Supplies,466.46,1156,7691,1346489.79,0.6645,0.1503
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,466.4,1157,7691,1346956.19,0.6648,0.1504
FUR-CH-10004242,"Office Star Steel Folding Chair, Black",Furniture,Chairs,466.18,1158,7691,1347422.37,0.665,0.1506
TEC-MA-10002871,"Panasonic Receipt Printer, Red",Technology,Machines,465.92,1159,7691,1347888.29,0.6652,0.1507
OFF-ST-10000020,"Fellowes Folders, Single Width",Office Supplies,Storage,465.37,1160,7691,1348353.65,0.6655,0.1508
OFF-SAN-10004881,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,Art,465.15,1161,7691,1348818.81,0.6657,0.151
TEC-KON-10002034,"Konica Receipt Printer, Wireless",Technology,Machines,464.55,1162,7691,1349283.36,0.6659,0.1511
TEC-AC-10001754,"SanDisk Memory Card, Bluetooth",Technology,Accessories,464.52,1163,7691,1349747.88,0.6661,0.1512
TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines,463.97,1164,7691,1350211.85,0.6664,0.1513
TEC-CO-10001191,"Sharp Wireless Fax, High-Speed",Technology,Copiers,463.69,1165,7691,1350675.53,0.6666,0.1515
TEC-CO-10003523,"Brother Wireless Fax, High-Speed",Technology,Copiers,463.52,1166,7691,1351139.06,0.6668,0.1516
OFF-ST-10003741,"Smead Lockers, Blue",Office Supplies,Storage,462.62,1167,7691,1351601.67,0.6671,0.1517
TEC-AC-10002883,"Logitech Keyboard, Erganomic",Technology,Accessories,461.47,1168,7691,1352063.14,0.6673,0.1519
OFF-PA-10001815,Xerox 1885,Office Supplies,Paper,461.18,1169,7691,1352524.33,0.6675,0.152
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,461.13,1170,7691,1352985.45,0.6677,0.1521
OFF-AR-10001418,"BIC Markers, Easy-Erase",Office Supplies,Art,460.89,1171,7691,1353446.34,0.668,0.1523
FUR-CH-10002085,"Novimex Steel Folding Chair, Red",Furniture,Chairs,460.8,1172,7691,1353907.14,0.6682,0.1524
TEC-AC-10001076,"Memorex Keyboard, USB",Technology,Accessories,460.74,1173,7691,1354367.88,0.6684,0.1525
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,460.35,1174,7691,1354828.24,0.6686,0.1526
TEC-PH-10001354,"Motorola Speaker Phone, Full Size",Technology,Phones,459.7,1175,7691,1355287.94,0.6689,0.1528
OFF-AP-10001103,"Breville Microwave, Silver",Office Supplies,Appliances,459.63,1176,7691,1355747.57,0.6691,0.1529
OFF-ST-10000988,"Fellowes Folders, Blue",Office Supplies,Storage,459.36,1177,7691,1356206.93,0.6693,0.153
TEC-STA-10003081,"StarTech Phone, White",Technology,Machines,459.03,1178,7691,1356665.96,0.6696,0.1532
TEC-MA-10002941,"Okidata Card Printer, Red",Technology,Machines,458.37,1179,7691,1357124.33,0.6698,0.1533
FUR-CH-10001150,"SAFCO Steel Folding Chair, Red",Furniture,Chairs,458.19,1180,7691,1357582.52,0.67,0.1534
FUR-HON-10003950,"Hon Coffee Table, Adjustable Height",Furniture,Tables,458.01,1181,7691,1358040.53,0.6702,0.1536
TEC-PH-10000036,"Nokia Smart Phone, Full Size",Technology,Phones,457.92,1182,7691,1358498.45,0.6705,0.1537
OFF-BI-10001622,"Acco 3-Hole Punch, Durable",Office Supplies,Binders,457.66,1183,7691,1358956.11,0.6707,0.1538
TEC-MA-10000697,"StarTech Card Printer, Wireless",Technology,Machines,457.44,1184,7691,1359413.55,0.6709,0.1539
OFF-AR-10002816,"Boston Canvas, Blue",Office Supplies,Art,455.94,1185,7691,1359869.49,0.6711,0.1541
OFF-AP-10002306,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,454.62,1186,7691,1360324.11,0.6714,0.1542
FUR-BO-10002318,"Dania Classic Bookcase, Mobile",Furniture,Bookcases,454.4,1187,7691,1360778.51,0.6716,0.1543
TEC-MA-10003261,"Panasonic Phone, Durable",Technology,Machines,454.21,1188,7691,1361232.73,0.6718,0.1545
TEC-AC-10003895,"Enermax Mouse, Bluetooth",Technology,Accessories,453.83,1189,7691,1361686.55,0.672,0.1546
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,453.76,1190,7691,1362140.31,0.6723,0.1547
FUR-BO-10001295,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,453.66,1191,7691,1362593.98,0.6725,0.1549
OFF-ST-10004368,"Tenex Trays, Industrial",Office Supplies,Storage,452.86,1192,7691,1363046.84,0.6727,0.155
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders,451.94,1193,7691,1363498.78,0.6729,0.1551
OFF-SAN-10003687,"Sanford Sketch Pad, Easy-Erase",Office Supplies,Art,451.67,1194,7691,1363950.44,0.6732,0.1552
FUR-FU-10001471,"Eldon Door Stop, Durable",Furniture,Furnishings,450.65,1195,7691,1364401.1,0.6734,0.1554
OFF-ELI-10001705,"Elite Trimmer, Steel",Office Supplies,Supplies,450.61,1196,7691,1364851.7,0.6736,0.1555
OFF-BRE-10003081,"Breville Coffee Grinder, Black",Office Supplies,Appliances,450.45,1197,7691,1365302.15,0.6738,0.1556
OFF-SAN-10002323,"Sanford Sketch Pad, Fluorescent",Office Supplies,Art,449.8,1198,7691,1365751.96,0.674,0.1558
OFF-AR-10000467,"Sanford Markers, Fluorescent",Office Supplies,Art,449.71,1199,7691,1366201.67,0.6743,0.1559
TEC-AC-10002015,"Logitech Router, Programmable",Technology,Accessories,449.42,1200,7691,1366651.08,0.6745,0.156
OFF-PA-10000453,"Xerox Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,448.99,1201,7691,1367100.08,0.6747,0.1562
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,448.76,1202,7691,1367548.84,0.6749,0.1563
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,448.16,1203,7691,1367997.0,0.6751,0.1564
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,448.16,1204,7691,1368445.17,0.6754,0.1565
FUR-SAU-10001776,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,447.45,1205,7691,1368892.62,0.6756,0.1567
TEC-SAN-10002477,"SanDisk Flash Drive, Bluetooth",Technology,Accessories,446.51,1206,7691,1369339.13,0.6758,0.1568
TEC-AC-10002255,"Memorex Keyboard, Erganomic",Technology,Accessories,445.68,1207,7691,1369784.81,0.676,0.1569
FUR-CHR-10004803,"Chromcraft Wood Table, Fully Assembled",Furniture,Tables,445.26,1208,7691,1370230.07,0.6763,0.1571
TEC-PH-10002183,"Apple Audio Dock, with Caller ID",Technology,Phones,444.8,1209,7691,1370674.87,0.6765,0.1572
OFF-AP-10001254,"KitchenAid Coffee Grinder, Red",Office Supplies,Appliances,444.61,1210,7691,1371119.48,0.6767,0.1573
FUR-BO-10003086,"Safco Library with Doors, Traditional",Furniture,Bookcases,444.33,1211,7691,1371563.8,0.6769,0.1575
OFF-HAM-10003663,"Hamilton Beach Stove, Black",Office Supplies,Appliances,444.1,1212,7691,1372007.91,0.6771,0.1576
TEC-PH-10003613,"Apple Signal Booster, VoIP",Technology,Phones,443.85,1213,7691,1372451.75,0.6773,0.1577
TEC-CO-10004125,"HP Ink, High-Speed",Technology,Copiers,443.69,1214,7691,1372895.45,0.6776,0.1578
TEC-PH-10003572,"Apple Office Telephone, VoIP",Technology,Phones,443.0,1215,7691,1373338.44,0.6778,0.158
TEC-AC-10003857,"Memorex Keyboard, Programmable",Technology,Accessories,442.56,1216,7691,1373781.0,0.678,0.1581
TEC-AC-10004018,"SanDisk Memory Card, USB",Technology,Accessories,441.36,1217,7691,1374222.36,0.6782,0.1582
TEC-LOG-10003896,"Logitech Router, Erganomic",Technology,Accessories,441.0,1218,7691,1374663.36,0.6784,0.1584
FUR-BO-10000175,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,440.54,1219,7691,1375103.91,0.6787,0.1585
OFF-AP-10000864,"Hamilton Beach Refrigerator, Black",Office Supplies,Appliances,439.55,1220,7691,1375543.46,0.6789,0.1586
TEC-PH-10002392,"Nokia Signal Booster, Cordless",Technology,Phones,439.34,1221,7691,1375982.8,0.6791,0.1588
OFF-ST-10003295,"Tenex Lockers, Blue",Office Supplies,Storage,438.68,1222,7691,1376421.48,0.6793,0.1589
OFF-BI-10004446,"Acco Binding Machine, Economy",Office Supplies,Binders,438.33,1223,7691,1376859.81,0.6795,0.159
TEC-PH-10002584,Samsung Galaxy S4,Technology,Phones,438.19,1224,7691,1377298.0,0.6797,0.1591
TEC-CO-10002678,"Brother Wireless Fax, High-Speed",Technology,Copiers,437.28,1225,7691,1377735.28,0.68,0.1593
OFF-AR-10004519,"Boston Canvas, Fluorescent",Office Supplies,Art,437.07,1226,7691,1378172.35,0.6802,0.1594
TEC-PH-10003062,"Apple Audio Dock, Full Size",Technology,Phones,435.54,1227,7691,1378607.89,0.6804,0.1595
OFF-AP-10001559,"KitchenAid Blender, Black",Office Supplies,Appliances,434.93,1228,7691,1379042.81,0.6806,0.1597
OFF-BI-10000328,"Acco Binding Machine, Clear",Office Supplies,Binders,434.47,1229,7691,1379477.28,0.6808,0.1598
FUR-BO-10004844,"Sauder Corner Shelving, Mobile",Furniture,Bookcases,434.4,1230,7691,1379911.68,0.681,0.1599
TEC-PH-10003239,"Samsung Signal Booster, with Caller ID",Technology,Phones,432.9,1231,7691,1380344.58,0.6812,0.1601
TEC-CO-10004005,"Sharp Copy Machine, Laser",Technology,Copiers,432.11,1232,7691,1380776.69,0.6815,0.1602
OFF-ROG-10004949,"Rogers Shelving, Industrial",Office Supplies,Storage,431.93,1233,7691,1381208.62,0.6817,0.1603
FUR-CH-10004609,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,Chairs,431.4,1234,7691,1381640.02,0.6819,0.1604
TEC-CO-10003448,"Canon Personal Copier, Laser",Technology,Copiers,431.03,1235,7691,1382071.06,0.6821,0.1606
TEC-CO-10002673,"Brother Fax and Copier, Laser",Technology,Copiers,430.58,1236,7691,1382501.64,0.6823,0.1607
OFF-AR-10000475,"Sanford Canvas, Blue",Office Supplies,Art,430.54,1237,7691,1382932.17,0.6825,0.1608
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,430.42,1238,7691,1383362.59,0.6827,0.161
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,430.07,1239,7691,1383792.66,0.6829,0.1611
OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,429.79,1240,7691,1384222.45,0.6832,0.1612
TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,429.74,1241,7691,1384652.19,0.6834,0.1614
TEC-PH-10002306,"Motorola Smart Phone, Full Size",Technology,Phones,429.28,1242,7691,1385081.47,0.6836,0.1615
TEC-MA-10003780,"Epson Card Printer, White",Technology,Machines,429.21,1243,7691,1385510.68,0.6838,0.1616
TEC-PH-10000922,"Nokia Headset, with Caller ID",Technology,Phones,428.77,1244,7691,1385939.45,0.684,0.1617
